,drug,drug_name
74790,CANE03,Candid Ear Drop 15 ml                             
74802,KANI04,Kanolone IA/ID 1 ml
74813,KANI04,Kanolone IA/ID 1 ml                       
74891,AMME01,*(d) Diclofenac Gel (AmmiVotara)
75081,NELT01,Nelapine Cap 5 mg                                 
75133,FURL01,Furosemide Syrup 1mg/ml (60ml)                    
75177,POTL_2,Potassium Cl.(conc) 60 ml     Mixt
75178,FURL01,Furosemide Syrup 1mg/ml (60ml)
75201,FURL01,Furosemide Syrup 1mg/ml (60ml)            
75203,POTL_2,Potassium Cl.(conc) 60 ml     Mixt        
75499,PROI03,Proluton Depot Inj  250 mg                        
75540,TOPT02,Topamax Tab 100 mg
75551,TOPT02,Topamax Tab 100 mg                        
75585,GLUT03,*(d) Glucobay Tab 50 mg
75702,AZOE01,Azopt 1% Eye Drops 5 ml                           
76052,ORF001,"Uni-Frame Mask 9""x14""                             "
76465,ENCI01,Encifer Inj. 100mg/5ml
76477,ENCI01,Encifer Inj. 100mg/5ml                    
76494,CIFI01,*(d) Cifloxin IV 200 mg/100 ml
76506,CIFI01,*(d) Cifloxin IV 200 mg/100 ml            
76679,ASTI01,*(d) Astaz-P Inj 4.5 g
76884,CEFI05,*(d) Cef-3 Inj 1 g                        
76953,CARI03,*(d) Cardepine Inj 10 mg/10 ml
77048,BERL01,*(d) Beramol*SYR*60 ml (120mg/5ml)        
77073,PANI03,*(d) Pantoval I.V. Inj 40 mg              
77090,PARI01,*(d) Paracetamol Inj 300 mg/2ml           
77150,CRU004,CRUTCH Adjust Size M                              
77155,ELA006,"Elastic Bandage 6""x5yds                           "
77192,PHAI01,*(s) Pharmadol Inj 50 mg
77233,NASE02,NaSONEX  140 doses  nasal spray                   
77242,IBUT01,Ibrofen FC Tab 200 mg
77248,IBUT01,Ibrofen FC Tab 200 mg                     
77305,TOFT01,Tofago Tab                                
77341,MXMUGSSD12,Urgotul SSD 10 x 12cm./                   
77352,MIDI01,*(d) Midazolam Inj 15 mg/3 ml *HAD*
77368,TOFT01,Tofago Tab
77561,MXOASRNV,Air-Stirrup /                             
77656,ZEFI01,*(d) Zefxon Inj 40 mg                     
77717,ABIT03,**Abilify Tab 5 mg                                
77886,DOST01,Dosanac Tab 25 mg
77995,DOST01,Dosanac Tab 25 mg                         
77996,HEMI06,Hemax Inj.4000 u ( )
78082,SHOLX3,*(d) Shohl's Solution 240 ml              
78285,CART12,CarDEloc Tab 100 mg
78329,MONT04,*(d) Monolin 20 SR cap
78415,MXMWCSYKSN,Wheel Chair  S98//          
78506,CART12,CarDEloc Tab 100 mg                       
78516,FLUT06,*(d) Flucozole Cap 50 mg
78533,ANTT03,*(d) Anta Tab 0.5 mg                      
78586,PROT15,Progynova 1 mg( 28  )
78590,PROT15,Progynova 1 mg( 28  )              
79235,CAST03,CasCor XL Cap 120 mg                              
79327,NELT02,Nelapine Cap 10 mg                                
79911,HEMI06,Hemax Inj.4000 u ( )           
80342,MUCL03,*(d) Mucotic Sachet 200 mg                
80370,LSS002,*(d) Lumbosacral support size M
80434,CHLI04,Chlorpheniramine Inj 10 mg/ml (G.P.O)
80437,LODI01,"Lodexa-5 Inj. 5mg ( Dexamethasone Inj,D"
80441,RANI01,RANIdine Inj 50 mg/2 ml
80539,LANI03,*(d) Lantus Inj 100 iu/ml 3 ml (pen)
80540,NOVI03,*(d) NovoRapid penfill (300 U/3 ml)
80644,POTLX5,*(d) Potassium CITRATE Mix.240 ml
80650,D5WI01,D-5-W 100 ml
80678,BELL01,Belcid Suspension 240 ml
80705,BELL01,Belcid Suspension 240 ml                  
80716,HYDI02,HydroCORTISONE Inj 100 mg
80731,GAST03,*(d) Gasmotin 5mg Tab
80842,LSS002,*(d) Lumbosacral support size M           
80857,PROT11,*(d) Progynova 2 mg( 28 )
80925,PROT11,*(d) Progynova 2 mg( 28 )          
80966,ALPT02,*(d) Alprazolam Tab 0.25 mg *HAD*
80970,NEOL01,Neo-Mune 400 g                                    
80972,MEBE01,Mebo Oint 40 g                                    
81116,DECT02,Decaquinon Tab 10 mg                              
81295,CORI01,*(d) CorDARONE *Inj 150 mg/3 ml
81356,RANI01,RANIdine Inj 50 mg/2 ml                   
81364,CHLI04,Chlorpheniramine Inj 10 mg/ml (G.P.O)     
81390,ATRI01,*(d) Atropine Sulphate INJ 0.6 mg
81393,DOPI01,*(d) Dopamine (Inopin) Inj 50 mg *HAD*
81394,OSRL01,OSRA R.O. (  ORS ) 5.5 g
81399,DEXT05,DexaFourTab 4 mg (Dexamethasone)
81413,DEXT05,DexaFourTab 4 mg (Dexamethasone)          
81414,OSRL01,OSRA R.O. (  ORS ) 5.5 g                  
81429,D5WI01,D-5-W 100 ml                              
81645,HYDI02,HydroCORTISONE Inj 100 mg                 
81667,PROE05,Protopic 0.03% Oint 10 g                          
81765,TERE02,Terramycin Opht Oint () 3.5 gm
81864,TERE02,Terramycin Opht Oint () 3.5 gm    
81889,CIPT07,*(d) Cipol-N 25mg Soft Capsule
82082,SUCL01,*(d) Sucrate Gel Susp 5ml
82205,CLOT07,Clopidogrel Tab 75 mg (NHSO/)
82278,ARCT03,Arcoxia   *Tab* 120   MG                          
82532,ZILT03,Zilarvir   (NAP)                                  
82533,LOPT05,Lopi / Rito Tab (200/50mg)  (NAP)                 
82534,TENT05,Tenofovir 300 mg  (NAP)                           
82535,SUCL01,Sucrate Gel Susp 5ml                              
82920,PENI07,Meropenem Inj 500 mg (PENEM M.H.)                 
82946,KEPL01,Keppra Sol (100 mg/ml) 300 ml                     
83171,ANAT05,*(d) ANapril *TAB. 20 MG.                 
83175,HYDT03,*(d) Hydrochlorothiazide Tab 50mg(HCTZ)   
83443,FLUI04,*(d) Fluorescein Sod 10% Inj 5 cc (w/ filter)
83662,CRU004,*(d) CRUTCH Adjust Size M                 
83665,IBUT01,*(d) Ibrofen FC Tab 200 mg                
83920,DEXI02,*(d) D-5-W 1000 ml
83970,FLET01,Flexital Tab 400 mg                               
83982,LCDEX2,*(d) LCD 5% in TA Cream 5 g
84123,BEST03,*(d) Besmal Tab 524 mg
84173,CORT07,*(d) CoROdil Tab 10 mg (ISDN)             
84303,AMIT02,AmiTRIPtyline Tab 10 mg
84310,AMIT02,AmiTRIPtyline Tab 10 mg                   
84315,TRIT14,Trivastal Retard Tab 50 mg                        
84691,VALT04,Valosine SR Cap 75mg                              
85039,MERT03,*(d) Mertigo Tab 12 mg                    
85089,FURT01,*(d) FuroSemide Tab 40 mg                 
85094,TOBE02,TobraDex Eye Drops 5 ml
85149,ARIT03,Aricept Tab 10 mg                                 
85317,TOBE02,TobraDex Eye Drops 5 ml                   
85351,COL003,*(d) Colostomy Drainable Bag 50 mm        
85583,MAGLX2,*(d) Magic Mouth Wash 30 ml.
85654,MEPT02,Meptin Tab 50 mcg                                 
85696,CART08,Caraten-25 Tab
85698,CART08,Caraten-25 Tab                            
85847,BAST01,Basen Tab 0.2 mg                                  
85927,FLIE02,Flixotide 125mcg Evohaler                         
86085,D5WI02,D-5-W 250 ml                                      
86087,D5WI03,D-5-W 500 ml                                      
86089,DEXI02,D-5-W 1000 ml                                     
86257,BUREX2,Burrow Sol Ear Drop 10 ml                         
86966,GENI05,*(d) Gentamic Inj 80mg/2ml (amp)          
86974,GENI05,*(d) Gentamic Inj 80mg/2ml (amp)
87029,TOFL01,*(d) Toflex Dry Susp. 125mg/5ml (60 ml)   
87232,FOLT02,*(s) Folivit Tab 5 mg
87233,BCOT01,*(s) B CO-ED Tab (Vitamin B Complex)
87234,CODT06,Codesia Tab                               
87235,VITI01,*(s) Vitamin B1 Inj 100 mg
87236,POTL_3,*(s) Potassium Cl.(conc) 30 ml Mixt
87237,CODT06,Codesia Tab
87251,CCLT01,*(s) C-Clox Cap 250 mg
87442,FUNT02,*(d) Ketoconazole Tab 200 mg (Fungazol tab)
87627,SIPT01,*(d) Sipam Tab 5 mg ( Diazepam)
87707,CALI03,*(d) CALcium Gluconate 10% Inj 10 ml *HAD*
87953,TUSLX1,Tussis Mixt 120 ml
87955,CURT01,Curmin 350 mg Cap ()
87960,TUSLX1,Tussis Mixt 120 ml                        
87962,CURT01,Curmin 350 mg Cap ()              
87998,SILEX3,*(d) Silver Sulfadiazine 300 g            
88141,COL032,*(d) Hard Collar size M
88183,COL022,*(d) Soft Collar size M                   
88484,ASPT07,*(d) Aspirin Tab 81 mg (BDHC)
88578,ESPE02,Esperson Oint    *50   g                          
89089,MXSAKNTSB,Askina Transorbent 10 x 10 cm /  /
89243,UNAT03,Unasyn Tab 750 mg                                 
89333,TENT07,Teno-EM Tab ( NAP )                               
89398,LOPT06,*(d) Lopi/Ritonavir Tab 200/50 mg(  B24)
89399,ZILT04,*(d) Zilarvir Tab (  B24)
89715,BENI03,Benzathine Pen G 1.2 mU Inj                       
89759,TOLT01,Tolchicine Tab 0.6mg
89765,TOLT01,Tolchicine Tab 0.6mg                      
89977,DIOT01,**Diovan Tab    80   mg                           
90669,CELT06,*(d) Celebrex Cap 400 mg
90687,ZEFI02,*(d) Zefa Inj. 1gm                                
90748,PROT12,Prograf Cap 1 mg
90843,MSTT02,*(d) MST continus Tab 10 mg *HAD*
91051,PHOLX5,*(d) Phosphate POTASSIUM Sol 60 ml
91153,LSS004,*(d) Lumbosacral support size XL
91228,LSS004,*(d) Lumbosacral support size XL          
91307,TOBE02,*(d) TobraDex Eye Drops 5 ml              
91424,PHOLX5,*(d) Phosphate POTASSIUM Sol 60 ml        
91479,BERT02,*(d) Hyles Tab 25 mg(Spironolactone)      
91572,BOTI01,Botox Inj 100 u  ED(2)                           
91598,TENT07,Teno-EM Tab ( NAP )
91711,DEXT04,*(d) Dexa Tab 0.5 mg(Dexamethasone)       
91869,HMII01,H-mide Inj 250 mg/25 ml                           
91904,RILT01,Rilpivirine Tab 25 mg ( NAP ) (Edurant)
91945,LOPT05,Lopi / Rito Tab (200/50mg)  (NAP)
91967,LOPT05,Lopi / Rito Tab (200/50mg)  (NAP)         
91968,TENT07,Teno-EM Tab ( NAP )                       
92066,RILT01,Rilpivirine Tab 25 mg ( NAP ) (Edurant)   
92461,ULCL02,*(d) Ulcefate Susp 240 ml (1 gm/5ml)
92602,ASTT01,*(d) Astair Tab 10mg                      
92611,CLEI01,*(d) Clexane Inj 40 mg/0.4 ml
92878,HIZT02,*(d) Hizin Tab 25 mg                      
92888,SEL002,Selfcath male                                     
92918,SIMT01,*(d) Simvastatin 10 mg (NAP)              
92924,SEL001,Selfcath  *FEMALE*
92941,FIBT01,*(d) Fibril Cap 160 mg                    
93035,AMMEX1,Ammonia Aromatic Spirit 120 ml                    
93143,SEL001,Selfcath  *FEMALE*                        
93219,GPOT16,*(d) GPO-Vir S30 Tab (  B24)
93358,LASI01,Lasix Inj 20 mg/2 ml
93374,LASI01,Lasix Inj 20 mg/2 ml                      
93654,BAC001,*(d) Bactigras 10cm x 10cm                
93680,GABT03,*(d) Gabapentin Cap 300 mg (G.P.O.)       
93861,PART08,*(s) Para Tab 325 mg (325-Orange)
93979,NOV001,Novofine Needle 30G
94235,POCT01,*(d) Pocitrin Tab
94300,SPEL01,Spectrim Susp. 60 ml(Co-Trimoxazole)
94546,MECT01,*(d) Mecoba Tablet 500 mcg                
94549,UNIE03,*(d) Unison Enema 20 ml                   
95100,AMOT08,*(s) Amoxicillin Cap 500 mg (GPO MOX)
95274,STO614,*(d) Stomach tube no.14
95371,TENT04,Ricovir Tab 300 mg for HBV (Tenofovir )
95383,TENT04,Ricovir Tab 300 mg for HBV (Tenofovir )   
95738,TRIE01,Trinolone Kids Oral Paste 1 g                     
95800,CORT02,Coralan Tab 5 mg                                  
96039,CART10,*(d) CarDOXA Tab 2 mg                     
96483,ACTT07,Actonel  TAB (MONTHLY)150 mg                      
96493,GLAT02,Glakay Cap 15 mg                                  
96561,OPS104,Opsite Post Op Size 25cm x10cm                    
96660,NSSI07,NSS 500 ml  (I.V.)                        
97193,NORT16,*(d) Norfloxacin 400 mg Tab               
97581,CEFT02,*(d) CEPhalex Cap 500 mg                  
97629,PANL01,Pan-Enteral 400 g                                 
97631,TOFL01,*(s) Toflex Dry Susp. 125mg/5ml (60 ml)
97633,SERT15,*(s) Sertraline Sandoz Tab 50mg
97634,TRAT07,*(s) Trazodel Tab 50 mg
97642,BERL01,*(s) Beramol*SYR*60 ml (120mg/5ml)
97644,TARL04,*(s) Taraxin Syrup 10 mg/5 ml (50 ml)
97859,ARM002,Arm-sling size S                                  
98190,DEXT01,*(d) Dexasone Tab 0.5 mg
98260,THRT01,*(a) Thromboreductin Cap 0.5 mg (X)T0031
98344,ENDI03,Endoxan Inj 1 g  (X)E0008  *Chemo* *HAD*
98421,CORT06,Coralan Tab 7.5 mg
98425,VALT05,Valatan Tab 80 mg                                 
98439,SPEL01,Spectrim Susp. 60 ml(Co-Trimoxazole)      
98443,CORT06,Coralan Tab 7.5 mg                        
98457,IMOI01,*(d) Imojev Vaccine 0.5ml
98549,MECT01,Mecoba Tablet  500 mcg
98582,MECT01,Mecoba Tablet  500 mcg                    
98693,IMOI01,*(d) Imojev Vaccine 0.5ml                 
98778,TRA104,*(d) Tracheostomy tube no.4(silver) 8 mm
99474,NOV001,Novofine Needle 30G                       
99606,KEMI02,*(d) Kemocarb Inj 450 mg/45 ml (X)K0002*Chemo* *HA
99629,ENDI03,Endoxan Inj 1 g  (X)E0008  *Chemo* *HAD*  
99733,QUIT03,*(d) Quinnel Tab 200 mg
100026,EMTT01,Emthexate Tab 2.5 mg *HAD*
100031,SIPT01,Sipam Tab 5 mg  ( Diazepam)                    
100049,CHLL01,Chlorpheniramine Syr (2 mg/5 ml) 60 ml            
100069,NEOT01,*(d) Neotigason Cap 10 mg
100115,EMTT01,Emthexate Tab 2.5 mg *HAD*                
100430,RIVT02,Rivotril Tab 2 mg                                 
100521,RELT01,Relpax 40 mg Tab                                  
100783,MXSAKNTLB,Askina Transorbent 20 x 20 cm /  /       
100794,NILT03,Nilotinib Cap 200 mg () ED(2)                 
100947,GLIT04,Glivec Tab 100 mg  *GIPAP*  ED(2)                
101335,LEUT02,Leukeran Tab 2 mg (X)L0007 *HAD*                  
101504,HERI02,*(d) Herbesser Inj 10 mg **
101696,NORT10,*(d) **NORVASC 10 MG Tab
101827,NUET02,Nuelin SR Tab 200 mg                      
101839,NUET02,Nuelin SR Tab 200 mg
102009,URI005,*(d) Urinovolumeter 500 ml
102017,VITI12,*(d) Vitamin K1 10 mg/ml (ATC)
102029,LACI01,*(d) Lactated Ringer Sol 1000 ml
102039,LEUI10,Leuprorelin  Inj 3.75 mg (/NHSO) ED(2)       
102046,NSSI02,*(d) NSS 100 ml (I.V.)                    
102058,LACI01,*(d) Lactated Ringer Sol 1000 ml          
102062,CEFI05,*(d) Cef-3 Inj 1 g                                
102066,VITI12,*(d) Vitamin K1 10 mg/ml (ATC)                    
102070,MAGI04,*(d) Magfifty 50% Inj 2 ml *HAD*                  
102074,POTI01,*(d) Potassium Chloride INJ 20 meq *HAD*          
102078,TRAI02,*(d) Transamin Inj 250 mg/5 ml                    
102082,URI005,Urinovolumeter 500 ml                             
102224,FMLE01,FML 0.1% Eye Drops 5 ml
102260,COL008,Colostomy  Drainable Bag 30 mm                    
102262,SUR008,Surfit drainable pouch 32 mm [colostomy]
102276,SUR008,Surfit drainable pouch 32 mm [colostomy]  
102436,FMLE01,FML 0.1% Eye Drops 5 ml                   
102531,MXMCC1215S, Accu Check Performa  /Ro
102543,AVAE01,Avamys nasal spray 120 ds (27.5 mcg/puff)
102548,AVAE01,Avamys nasal spray 120 ds (27.5 mcg/puff) 
102615,ASTT01,Astair Tab 10mg
102616,VENE03,**Ventolin   EVOHALER   200 doses
102618,NASE01,NasaCORT nasal spray 120 doses
102797,ISOE02,*(d) Isopto-Carpine 2% Eye Drops15 ml
103029,COTE01,Cotren Vag Tab 100 mg                             
103081,MUCL02,Mucilin SF 5 g
103133,MUCL02,Mucilin SF 5 g                            
103354,NASE01,NasaCORT nasal spray 120 doses            
103356,VENE03,**Ventolin   EVOHALER   200 doses         
103357,ASTT01,Astair Tab 10mg                           
103361,XANT08,*(d) Xandase Tab 100mg                    
103559,ADEI01,*(d) Adenocor IV 6 mg/2 ml                
103774,LOPT04,Lopi / Ritonavir Tab (-)                  
103775,LAMT08,Lamivudine Tab 300 mg  (-)                
103789,TENT03,Tenofovir Tab 300 mg (-)                  
103799,MINE01,*(d) Minirin Nasal Sol 2.5 ml
103816,LANT01,Digoxin Tab 0.25 mg   *HAD*
103870,LANT01,Digoxin Tab 0.25 mg   *HAD*               
104198,CLAL01,Clarityne Syrup  (1 mg/ml) 100 ml                 
104204,GUAL01,Guaifenesin Syr (100 mg/5ml) 60 ml                
104359,CODT05,CodiGESIC Tab
104386,CODT05,CodiGESIC Tab                             
104978,ONSI01,*(d) Onsia *Inj 4 mg                      
105664,AXOI01,*(d) Cloxacillin Inj 1 gm (Axocillin Inj)
106094,CRU022,*(d) CRUTCH Adjust Size M (/) 
106115,BAC001,Bactigras 10cm x 10cm                     
106278,CRU003,*(d) CRUTCH Adjust Size L                 
106297,FURL01,*(d) Furosemide Syrup 1mg/ml (60ml)
106352,AUGT03,*(d) Augmentin Tab 1 g
106359,DBL101,Double Lumen 11fr x15cm with Set                  
106439,BAC001,Bactigras 10cm x 10cm
106441,NSSIX1,NSS for Irrigation 1000 ml
106508,NSSIX1,NSS for Irrigation 1000 ml                
106591,LOXT01,*(d) Japrolox Tab (LOXONIN) 60 mg
106621,CYCT03,*(d) Cycloxan Tab 50 mg [X]C0049 *HAD*
106648,BANE02,*(d) Capsika-25 Gel 35 g                  
106675,MELT03,Melox Tab 7.5 mg
106704,COL022,Soft Collar size M                                
106737,VIVT01,Vivacor  Tab 10 mg                                
106749,VIVE01,Vividrin 2% Eye Drops 10 ml
106753,VIVE01,Vividrin 2% Eye Drops 10 ml               
106772,RIFT05,*(d) Rifinah Cap 150 mg
106959,ZANT01,Lercadip Tab 20 mg
107000,MELT03,Melox Tab 7.5 mg                          
107190,ZANT01,Lercadip Tab 20 mg                        
107424,DOUT01,*(d) Douzabox Tab (Vitamin B1-6-12 )      
107627,NUET01,*(d) Nuelin SR Tab 250 mg
107892,TEGT02,TEGRETOL CR Tab 200 mg
107896,CERT01,Cerebroad Tab 25 mg
107937,TEGT02,TEGRETOL CR Tab 200 mg                    
107955,CERT01,Cerebroad Tab 25 mg                       
108027,GPOT15,*(d) GPO-Vir Z250 Tab (B24)
108317,INSI01,"*(d) Insulatard HM Inj1,000 U/10 ml (NPH)"
108386,MINE01,*(d) Minirin Nasal Sol 2.5 ml             
109050,TYLT03,*(d) Tylenol 8 hour Caplet 650 mg
109055,TYLT03,*(d) Tylenol 8 hour Caplet 650 mg         
109125,ELA016,*(d) Easifix Cohesive 3 inch
109338,BANE02,Capsika-25 Gel 35 g
109406,WAL001,*(d) WALKER
109432,WAL001,*(d) WALKER                               
109465,BANE02,Capsika-25 Gel 35 g                       
109598,TRI001,Incentive Deep Breathing Exerciser (Voldyn
109876,NOV001,*(d) Novofine Needle 30G                  
109966,MXMAKNGB,Askina Gel  /                            
110192,FOLT05,*(d) Folic acid 5 mg (G.P.O)
110279,EUTT02,*(d) Euthyrox Tab 100 mcg                 
110542,SPEI01,*(s) Speeda Inj (CPRV)
110544,TDVI01,*(s) Td Vaccine 0.5 ml (Adsorbed Td Vaccine)
110621,PODE01,*(d) Podophylline Paint 25% 15 ml         
110677,LAMT12,*(d) Lamivudine Tab150 mg (  B24)
110722,EFAT05,*(d) Efavirenz Tab 600mg(   B24)
110723,ABAT04,*(d) Abacavir Tab 300 mg (  B24)
110816,MOTT02,Domperidone Tab 10 mg ( Motidom-M )
110819,MOTT02,Domperidone Tab 10 mg ( Motidom-M )       
111699,AERT01,*(d) Aerius Tab 5 mg
111757,CANE04,*(d) Candinox Troche 10 mg
111809,GLUT07,Glucophage XR Tab 1000 mg                         
111920,JART02,Jardiance Tab 25 mg                               
112189,THYT01,*(d) Thyroid Extract Tab gr.I
112759,LSS005,*(d) Lumbosacral support size XXL
112777,RILT04,*(d) Rilpivirine Tab 25 mg (  B24)
112935,CLOT07,Clopidogrel Tab 75 mg (NHSO/)         
112972,VOLL01,Voltfast Powder 50 mg                             
113017,FLOT01,Florinef Tab 0.1 mg                               
113061,INSI02,*(d) Insulatard HM penfill 3 ml           
113235,LSS005,*(d) Lumbosacral support size XXL         
113265,OSRL01,*(s) OSRA R.O. ( ORS ) 5.5 g
113266,BUST02,*(s) Buscopan Tab
113267,NORT16,*(s) Norfloxacin 400 mg Tab
113371,MIXI04,Mixtard 30HM (30/70) Inj ( 1000 U/10ml )  
113423,CLA006,*(d) Clavicle Splint size M
113466,BERL01,Beramol*SYR*60 ml (120mg/5ml)
113550,ORF001,"*(d) Uni-Frame Mask 9""x14"""
113646,BERL01,Beramol*SYR*60 ml (120mg/5ml)             
113794,SILT01,*(d) Silatio Tab 20 mg
113867,XYLE01,Xylocaine Jelly 30 g
113882,XYLE01,Xylocaine Jelly 30 g                      
114074,PROE03,Proctosedyl Suppo
114075,HEPL02,Hepalac Syrup 100 ml
114154,URST02,Ursolin Cap 250 mg
114167,URST02,Ursolin Cap 250 mg                        
114177,HEPL02,Hepalac Syrup 100 ml                      
114178,PROE03,Proctosedyl Suppo                         
114571,DOPL01,*(d) Doperan Suspension 1 mg/ml (30 ml)
114604,FOLT02,**Folivit Tab 5 mg                                
